matrix_id,variant,checkpoint_label,checkpoint_run_id,checkpoint_path,eval_input_label,eval_dataset_family,eval_dataset_input_mode,samples,dataset_size,elapsed_sec,abs_rel,sq_rel,rmse,rmse_log,log10,silog,silog_x100,d1,d2,d3,edge_sobel_l1,edge_overlap_iou,post_ram_enabled,post_ram_scale,post_ram_mean_abs_xram,post_ram_mean_abs_delta,post_ram_delta_ratio,post_ram_xram_p1,post_ram_xram_p50,post_ram_xram_p99,post_ram_xclean_p1,post_ram_xclean_p50,post_ram_xclean_p99,checkpoint_epoch,checkpoint_best_metric,checkpoint_best_lod_d1
M_DD,strict,C_dark,0610_0128_T_LORA_s01_lod_postram_cleanup_e10_seed123,/mnt/drive/3333_raw/0000_exp_ckpt/0610_0128_T_LORA_s01_lod_postram_cleanup_e10_seed123/best_model.pth,I_dark,lod_true_raw_dark_rgb16,raw_rgb16_dark,112,112,6.103549242019653,3.7464977841472127,272.87772458398564,24.166886995707312,0.5467705124258467,0.07966995993449377,0.5426283249933014,54.26283249933014,0.8507080703851404,0.9290092827821713,0.958679633364737,nan,nan,1.0,0.10009765625,0.7986537388392857,0.07417733328683036,0.10227094377790179,-1.2941545758928572,-0.031229291643415178,2.7400948660714284,-1.3408900669642858,-0.08664049421037946,2.5464564732142856,9,lod_d1,0.8507843406404786
