sample_id,split,branch,absrel,d1,eval_points,affine_scale,affine_shift,pred_npy,rgb_png
2018-02-04_21-35-48_00400,test,raw_rod_like_g045,0.119432757,0.855453351,1522,0.000295311731,0.0108621576,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/raw_rod_like_g045/2018-02-04_21-35-48_00400.npy,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/rendered_rgb/raw_rod_like_g045/2018-02-04_21-35-48_00400.png
2018-02-04_21-35-48_00400,test,raw_black01_g065,0.119348341,0.858081472,1522,0.000314145111,0.0113835946,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/raw_black01_g065/2018-02-04_21-35-48_00400.npy,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/rendered_rgb/raw_black01_g065/2018-02-04_21-35-48_00400.png
2018-02-04_21-35-48_00400,test,raw_black05_g075,0.119483666,0.85282523,1522,0.000302038153,0.0120320991,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/raw_black05_g075/2018-02-04_21-35-48_00400.npy,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/rendered_rgb/raw_black05_g075/2018-02-04_21-35-48_00400.png
2018-02-04_21-35-48_00400,test,raw_black10_g085,0.125093369,0.842969777,1522,0.00032527414,0.0144382704,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/raw_black10_g085/2018-02-04_21-35-48_00400.npy,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/rendered_rgb/raw_black10_g085/2018-02-04_21-35-48_00400.png
2018-02-04_21-35-48_00400,test,raw_black05_g075_unsharp,0.118626105,0.8521682,1522,0.000277003841,0.0121709697,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/raw_black05_g075_unsharp/2018-02-04_21-35-48_00400.npy,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/rendered_rgb/raw_black05_g075_unsharp/2018-02-04_21-35-48_00400.png
2018-02-04_21-35-48_00400,test,raw_decomp_black05_g075,0.118740404,0.85282523,1522,0.000310557713,0.0129224439,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/raw_decomp_black05_g075/2018-02-04_21-35-48_00400.npy,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/rendered_rgb/raw_decomp_black05_g075/2018-02-04_21-35-48_00400.png
2018-02-04_21-44-44_00100,test,dataset_rgb,0.0667548967,0.9315148,1723,0.000290203281,0.0105942768,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/dataset_rgb/2018-02-04_21-44-44_00100.npy,
2018-02-04_21-44-44_00100,test,raw_rod_like_g045,0.062552065,0.937899013,1723,0.000294000352,0.0106700937,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/raw_rod_like_g045/2018-02-04_21-44-44_00100.npy,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/rendered_rgb/raw_rod_like_g045/2018-02-04_21-44-44_00100.png
2018-02-04_21-44-44_00100,test,raw_black01_g065,0.0651087406,0.9315148,1723,0.000314828854,0.0114518978,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/raw_black01_g065/2018-02-04_21-44-44_00100.npy,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/rendered_rgb/raw_black01_g065/2018-02-04_21-44-44_00100.png
2018-02-04_21-44-44_00100,test,raw_black05_g075,0.0700388352,0.924550203,1723,0.000302525738,0.0123822448,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/raw_black05_g075/2018-02-04_21-44-44_00100.npy,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/rendered_rgb/raw_black05_g075/2018-02-04_21-44-44_00100.png
2018-02-04_21-44-44_00100,test,raw_black10_g085,0.0764494284,0.915844457,1723,0.000307222311,0.0132897413,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/dav2l_pred/raw_black10_g085/2018-02-04_21-44-44_00100.npy,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/0611_stf_raw_render_sweep_dark10/rendered_rgb/raw_black10_g085/2018-02-04_21-44-44_00100.png
