index,sample_name,delta_edge_abs_rel_0306_minus_0835,edge_abs_rel_0306,edge_abs_rel_0835,edge_d1_0306,edge_d1_0835,all_abs_rel_0306,all_abs_rel_0835,edge_points,panel
545,2018-02-07_14-17-18_00200,1.2702056381520792,1.4175636070968933,0.14735796894481404,0.8972868217054264,0.9197292069632496,0.12151584401323014,0.127723129430181,1032,/home/caq/6666_raw/dav2_raw_0520/plans/result/stf_boundary_diagnostics_key_0521_1528/examples_0835_better_image_edge_abs/0545_2018-02-07_14-17-18_00200_edge_abs_0835_better.png
537,2018-02-07_14-15-57_00050,0.336205952743597,0.47778470920040056,0.14157875645680357,0.8099447513812155,0.8792723263506064,0.09935493034686099,0.093579959435264,1810,/home/caq/6666_raw/dav2_raw_0520/plans/result/stf_boundary_diagnostics_key_0521_1528/examples_0835_better_image_edge_abs/0537_2018-02-07_14-15-57_00050_edge_abs_0835_better.png
743,2018-12-13_10-47-18_03500,0.1604272940419802,0.4999219564915249,0.3394946624495447,0.8035714285714286,0.8110119047619048,0.12850372259630363,0.12178595041005201,672,/home/caq/6666_raw/dav2_raw_0520/plans/result/stf_boundary_diagnostics_key_0521_1528/examples_0835_better_image_edge_abs/0743_2018-12-13_10-47-18_03500_edge_abs_0835_better.png
551,2018-02-07_14-18-25_00800,0.15931600051238132,0.33938787016879624,0.18007186965641492,0.68830242510699,0.7796005706134094,0.1408597805908716,0.1370224544885593,1402,/home/caq/6666_raw/dav2_raw_0520/plans/result/stf_boundary_diagnostics_key_0521_1528/examples_0835_better_image_edge_abs/0551_2018-02-07_14-18-25_00800_edge_abs_0835_better.png
445,2018-02-04_10-41-26_00200,0.12092010842026935,0.43126812788431573,0.3103480194640464,0.611026808295397,0.7212948912493677,0.14435603792478666,0.13351408036900025,1977,/home/caq/6666_raw/dav2_raw_0520/plans/result/stf_boundary_diagnostics_key_0521_1528/examples_0835_better_image_edge_abs/0445_2018-02-04_10-41-26_00200_edge_abs_0835_better.png
