ext_id,denoiser,sigma,alpha,affine,d1,abs_rel,rmse,clamp_total_ratio,delta_ratio,samples,artifact_count,eval_dir,viz_manifest,delta_d1_vs_baseline
EXT_D1,drunet,10.0,0.25,q001q999,0.8419473652630058,3.7892100825549413,25.035134113806635,0.0019186716440385357,0.03417375350337742,112,16,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/viz/EXT_D1/manifest.json,-0.003331969504333343
EXT_D3,drunet,25.0,0.25,q001q999,0.8462949310212851,3.593060789991596,24.742452147246393,0.0019186716440385357,0.04421862271348281,112,16,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D3,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D3/viz/EXT_D3/manifest.json,0.0010155962539458718
EXT_D4,drunet,25.0,0.5,q001q999,0.8442028994027605,3.6891646914856806,24.80384228406411,0.0019186716440385357,0.08843724496130433,112,16,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D4,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D4/viz/EXT_D4/manifest.json,-0.0010764353645786873
EXT_ID_Q001,identity,n_a,1.0,q001q999,0.8450795146775223,3.6916957512091875,24.874619816986712,0.0019186716440385357,0.0009364710940248853,112,16,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_ID_Q001,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_ID_Q001/viz/EXT_ID_Q001/manifest.json,-0.00019982008981689336
EXT_NOOP_A0,none,n_a,0.0,n_a,0.8452793347673392,3.6666992236404226,24.87831387280308,0.0,0.0,112,16,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_NOOP_A0,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_NOOP_A0/viz/EXT_NOOP_A0/manifest.json,0.0
