group,run,D1,M_DD,M_NN,gap,recover_ratio
W0,0609_2153_W0_lod_raw_pair_decoder_e10_featnone_localnone,0.8312,0.829694,0.887073,0.05737899999999996,0.026246536189198286
W0_seed123,0609_2153_W0_seed123_lod_raw_pair_decoder_e10_featnone_localnone,0.8308,0.829694,0.887073,0.05737899999999996,0.019275344638281275
W3,0609_2153_W3_lod_raw_pair_decoder_e10_featmiddeep_lam005_noiseawarev1_gate003_s01,0.831,0.829694,0.887073,0.05737899999999996,0.02276094041373881
