group,run,local branch,feature loss,lambda_feat,lora,D1,AbsRel,RMSE,best epoch,ckpt,delta_d1_vs_M_DD,recover ratio,L5 dist,L8 dist,L11 dist
W0,0609_2153_W0_lod_raw_pair_decoder_e10_featnone_localnone,none,none,not_applicable,none,0.8312,4.0555,27.3274,7,/mnt/drive/3333_raw/0000_exp_ckpt/0609_2153_W0_lod_raw_pair_decoder_e10_featnone_localnone/best_model.pth,0.0015060000000000073,0.026246536189198286,0.1179618072429938,0.09811750832679016,0.12340894434601068
W0_seed123,0609_2153_W0_seed123_lod_raw_pair_decoder_e10_featnone_localnone,none,none,not_applicable,none,0.8308,4.0279,27.1004,7,/mnt/drive/3333_raw/0000_exp_ckpt/0609_2153_W0_seed123_lod_raw_pair_decoder_e10_featnone_localnone/best_model.pth,0.0011059999999999404,0.019275344638281275,0.11716106723594878,0.09693178052215703,0.12176451752228397
W3,0609_2153_W3_lod_raw_pair_decoder_e10_featmiddeep_lam005_noiseawarev1_gate003_s01,noiseaware_v1,dav2_middeep_cosine,0.05,none,0.831,3.9351,27.0682,9,/mnt/drive/3333_raw/0000_exp_ckpt/0609_2153_W3_lod_raw_pair_decoder_e10_featmiddeep_lam005_noiseawarev1_gate003_s01/best_model.pth,0.0013059999999999183,0.02276094041373881,0.1164677538909018,0.09678037145308085,0.12178679372716163
