matrix_id,variant,checkpoint_label,checkpoint_run_id,checkpoint_path,eval_input_label,eval_dataset_family,eval_dataset_input_mode,samples,dataset_size,elapsed_sec,abs_rel,sq_rel,rmse,rmse_log,log10,silog,silog_x100,d1,d2,d3,edge_sobel_l1,edge_overlap_iou,post_ram_enabled,post_ram_scale,post_ram_mean_abs_xram,post_ram_mean_abs_delta,post_ram_delta_ratio,post_ram_xram_p1,post_ram_xram_p50,post_ram_xram_p99,post_ram_xclean_p1,post_ram_xclean_p50,post_ram_xclean_p99,checkpoint_epoch,checkpoint_best_metric,checkpoint_best_lod_d1
M_DD,strict,C_dark,0608_2026_lod_true_raw_rgb16_block8excl10_ram3_dav2s_ram_lora_tap_r8a16_decoder_e40_flip05_poly,/mnt/drive/3333_raw/0000_exp_ckpt/0608_2026_lod_true_raw_rgb16_block8excl10_ram3_dav2s_ram_lora_tap_r8a16_decoder_e40_flip05_poly/best_model.pth,I_dark,lod_true_raw_dark_rgb16,raw_rgb16_dark,112,112,4.396439075469971,3.6666992236404226,225.79010934838942,24.87831387280308,0.5556647805359983,0.0807338079737815,0.551562239779061,55.15622397790611,0.8452793347673392,0.9256736997396448,0.9574812660364019,nan,nan,0.0,0.0,0.7831159319196429,0.0,0.0,-1.4039829799107142,-0.020578724997384206,2.8441336495535716,-1.4039829799107142,-0.020578724997384206,2.8441336495535716,37,lod_d1,0.8450678996860131
