sample_name,split,gt_valid,gt_min_m,gt_p50_m,gt_max_m,dav2_valid,dav2_min,dav2_p50,dav2_max,da3_affine_valid,da3_affine_min,da3_affine_p50,da3_affine_max,da3_metric_valid,da3_metric_min_m,da3_metric_p50_m,da3_metric_max_m,da3_train_inv_valid,da3_train_inv_min,da3_train_inv_p50,da3_train_inv_max,align_scale,align_shift,align_initial_points,align_inlier_points,align_fallback
2018-02-03_20-57-26_00010,train,8713,5.480179786682129,16.157428741455078,79.95386505126953,1871442,1.4670426935481373e-06,156.06930541992188,526.76318359375,1966080,0.09745442122220993,1.193994402885437,6.823611736297607,1966080,4.978767395019531,16.99711799621582,78.69912719726562,1966080,0.012706621550023556,0.05883350223302841,0.20085293054580688,10.960248532372454,3.9106422829807497,8713,7302,False
2018-02-09_19-22-26_00000,train,4196,1.5244550704956055,13.55061388015747,79.8989028930664,1819748,1.6858065237101982e-06,152.33455657958984,558.5509033203125,1966080,0.11681082099676132,0.9444274008274078,6.910017013549805,1950879,4.943723201751709,16.194887161254883,79.99795532226562,1950879,0.012500319629907608,0.06174788251519203,0.20227669179439545,13.726191701398779,3.3403557011978724,4196,3009,False
2018-12-22_14-27-22_02100,train,3903,1.2226014137268066,15.114971160888672,78.58424377441406,1464876,0.0004112398310098797,159.9997787475586,648.3085327148438,1966080,0.04449637606739998,1.3982500433921814,6.240872383117676,1431375,7.571916103363037,16.744295120239258,79.99993896484375,1431375,0.012500009499490261,0.05972183495759964,0.13206696510314941,13.929515092517544,6.952103114321818,3903,3558,False
2018-02-10_17-03-03_00100,test,4079,1.469649314880371,14.490252494812012,79.0700454711914,1911894,7.332079985644668e-05,119.18095397949219,553.9708251953125,1966080,0.05576417222619057,1.157772958278656,8.07298755645752,1732794,4.482905387878418,17.708212852478027,79.99935150146484,1732794,0.012500101700425148,0.056470971554517746,0.22306962311267853,17.069374888874272,3.531045634885037,4079,3257,False
2019-05-02_21-29-28_00690,test,4192,5.635456085205078,16.647968292236328,79.8929214477539,1772208,6.182316610647831e-06,96.4494857788086,578.2748413085938,1966080,0.04443751648068428,1.24435156583786,6.769629955291748,1522486,2.863929271697998,20.670004844665527,79.99980926513672,1522486,0.012500029988586903,0.04837928153574467,0.34917062520980835,20.96817771293345,1.9321554926851692,4192,3273,False
