item_id,label,n,abs_rel,d1,pseudo_dbe_acc,pseudo_dbe_comp,pseudo_edge_f1,pseudo_edge_precision,pseudo_edge_recall,image_edge_band_abs_rel,image_edge_band_d1,image_edge_band_points,image_edge_band_coverage,edge_band_sample_count,pseudo_boundary_sample_count,checkpoint,config
dav2l_rgb_direct,DAv2-L RGB direct,808.0,0.12716921098859327,0.8636315718829632,0.8421437029570046,0.8848262305675757,0.9148233686711559,0.917697926797864,0.9123940412543263,0.31854806293882454,0.7864854683742089,2714.980198019802,0.4016316815629227,808.0,808.0,/home/caq/333_cvpr/da_ours/checkpoints/depth_anything_v2_vitl.pth,/home/caq/6666_raw/dav2_raw_0520/finetune_stf/exp/0521_0133_stf_train_test_pseudovitl_rgb_decoder_e5/config.json
