ext_id,denoiser,sigma,alpha,affine,d1,abs_rel,rmse,clamp_total_ratio,delta_ratio,samples,artifact_count,eval_dir,viz_manifest,delta_d1_vs_baseline
EXT_ID_Q001,identity,n_a,1.0,q001q999,0.8450795146775223,3.6916957512091875,24.874619816986712,0.0019186716440385357,0.0009364710940248853,112,16,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_0050_lod_postram_ext_sanity/EXT_ID_Q001,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_0050_lod_postram_ext_sanity/EXT_ID_Q001/viz/EXT_ID_Q001/manifest.json,-0.00019982008981689336
EXT_NOOP_A0,none,n_a,0.0,n_a,0.8452793347673392,3.6666992236404226,24.87831387280308,0.0,0.0,112,16,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_0050_lod_postram_ext_sanity/EXT_NOOP_A0,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_0050_lod_postram_ext_sanity/EXT_NOOP_A0/viz/EXT_NOOP_A0/manifest.json,0.0
