matrix_id,variant,checkpoint_label,checkpoint_run_id,checkpoint_path,eval_input_label,eval_dataset_family,eval_dataset_input_mode,samples,dataset_size,elapsed_sec,abs_rel,sq_rel,rmse,rmse_log,log10,silog,silog_x100,d1,d2,d3,edge_sobel_l1,edge_overlap_iou,post_ram_enabled,post_ram_scale,post_ram_mean_abs_xram,post_ram_mean_abs_delta,post_ram_delta_ratio,post_ram_xram_p1,post_ram_xram_p50,post_ram_xram_p99,post_ram_xclean_p1,post_ram_xclean_p50,post_ram_xclean_p99,checkpoint_epoch,checkpoint_best_metric,checkpoint_best_lod_d1
M_DD,strict,C_dark,0610_0103_T_LORA_s01_lod_postram_cleanup_e10_seed42,/mnt/drive/3333_raw/0000_exp_ckpt/0610_0103_T_LORA_s01_lod_postram_cleanup_e10_seed42/best_model.pth,I_dark,lod_true_raw_dark_rgb16,raw_rgb16_dark,112,112,6.062547922134399,3.7541495482962555,257.25027293026545,24.267364998396356,0.5720446298112566,0.08028138690693062,0.5681594592232001,56.81594592232,0.8485039178807047,0.9277700738543354,0.9585234249864693,nan,nan,1.0,0.10009765625,0.8018275669642857,0.06689235142299108,0.09145682198660714,-1.3603739057268416,-0.041947432926722934,2.8241489955357144,-1.3643624441964286,-0.08654349190848214,2.5294712611607144,9,lod_d1,0.848463881772532
