ext_id,denoiser,sigma,alpha,affine,sample_index,sample_id,normal_id,dark_id,valid_pixels,align_scale,align_shift,abs_rel,sq_rel,rmse,rmse_log,log10,silog,silog_x100,d1,d2,d3,clamp_low_ratio,clamp_high_ratio,clamp_total_ratio,clamp_low_ratio_ch_0,clamp_low_ratio_ch_1,clamp_low_ratio_ch_2,clamp_high_ratio_ch_0,clamp_high_ratio_ch_1,clamp_high_ratio_ch_2,clamp_total_ratio_ch_0,clamp_total_ratio_ch_1,clamp_total_ratio_ch_2,delta_ratio,delta_p50,delta_p95,delta_p99,artifact_path
EXT_D1,drunet,10.0,0.25,q001q999,0,lod-0021-0022,21,22,484030,60.24790076048627,42.114499497710256,10.508494809159549,957.0690011291421,16.16780803158733,0.29967207587228883,0.03002389692745584,0.299344594400964,29.9344594400964,0.9643699770675371,0.9758961221411896,0.9845009606842551,6.10351571594947e-06,0.02614949643611908,0.02615560032427311,1.831054760259576e-05,0.0,0.0,0.0267740897834301,0.02600301243364811,0.02567138895392418,0.02679239958524704,0.02600301243364811,0.02567138895392418,0.030707869678735733,0.018941819667816162,0.06516361236572266,0.29297542572021484,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/artifacts/000000_lod-0021-0022.npz
EXT_D1,drunet,10.0,0.25,q001q999,1,lod-0023-0024,23,24,491519,66.63896609689236,-7.97300758753999,1.2766783474761279,64.98921694183542,24.585815920972806,0.4815632654434087,0.06662888878531599,0.4800711234964174,48.00711234964174,0.8323381191774886,0.9181598269853251,0.9507282526209566,0.0,0.005984836257994175,0.005984836257994175,0.0,0.0,0.0,0.0061848959885537624,0.006060791201889515,0.005708822049200535,0.0061848959885537624,0.006060791201889515,0.005708822049200535,0.025918614119291306,0.016872644424438477,0.051848649978637695,0.07718303799629211,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/artifacts/000001_lod-0023-0024.npz
EXT_D1,drunet,10.0,0.25,q001q999,2,lod-0025-0026,25,26,491520,50.35220314292912,-7.510275800886028,0.4097252690820149,15.505760814296972,34.671078367305356,0.44571207372492433,0.11069028829681235,0.43828999507357236,43.82899950735724,0.7082010904947916,0.803759765625,0.9116353352864583,2.9161241400288418e-05,3.187391484971158e-05,6.103515625e-05,8.748372783884406e-05,0.0,0.0,5.696614971384406e-05,1.2207032341393642e-05,2.6448569769854657e-05,0.00014444987755268812,1.2207032341393642e-05,2.6448569769854657e-05,0.03300485759973526,0.021528899669647217,0.0662354826927185,0.09093184769153595,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/artifacts/000002_lod-0025-0026.npz
EXT_D1,drunet,10.0,0.25,q001q999,3,lod-0027-0028,27,28,489989,61.930674270484644,-11.25692036043114,7.890838539948935,233.77676977169426,68.10282353906007,0.5791785625875059,0.13434581271475987,0.5712499001580866,57.12499001580866,0.6528371045064277,0.7844563857555986,0.8656500452050965,8.816189620119985e-06,0.0,8.816189620119985e-06,2.6448569769854657e-05,0.0,0.0,0.0,0.0,0.0,2.6448569769854657e-05,0.0,0.0,0.03720884025096893,0.021643340587615967,0.06568136811256409,0.0895833969116211,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/artifacts/000003_lod-0027-0028.npz
EXT_D1,drunet,10.0,0.25,q001q999,4,lod-0029-0030,29,30,489782,65.60222583710117,-66.63436530020107,0.7006138416257556,57.326968429722974,59.266819894943424,3.7407086706154313,0.5067403250825087,3.6948730223603463,369.4873022360346,0.6256804047515017,0.7570163868823272,0.8177168617874891,1.3563368383984198e-06,0.0,1.3563368383984198e-06,4.069010628882097e-06,0.0,0.0,0.0,0.0,0.0,4.069010628882097e-06,0.0,0.0,0.041950348764657974,0.022697031497955322,0.0687372088432312,0.09406900405883789,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/artifacts/000004_lod-0029-0030.npz
EXT_D1,drunet,10.0,0.25,q001q999,5,lod-0031-0032,31,32,491473,71.61884383941604,-31.92255948892195,0.20727833802666806,5.164999829852836,17.23079648907949,0.8776041168838236,0.05914953824878657,0.8770191697656218,87.70191697656217,0.8939962113890285,0.9660123750440004,0.9811688536298027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03171175345778465,0.02014341950416565,0.06161844730377197,0.08575499802827835,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/artifacts/000005_lod-0031-0032.npz
EXT_D1,drunet,10.0,0.25,q001q999,6,lod-0033-0034,33,34,491493,73.12024144636939,-62.866925825619106,0.16865672085135405,4.086872799368528,18.278031055822826,0.20599350331487778,0.04715931495040156,0.20548517539091796,20.548517539091797,0.8695749481681326,0.9552791189294659,0.9813547700577627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03410027548670769,0.01661783456802368,0.05071091651916504,0.0695134699344635,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/artifacts/000006_lod-0033-0034.npz
EXT_D1,drunet,10.0,0.25,q001q999,7,lod-0035-0036,35,36,491520,74.5528084552766,-42.74786702224693,0.08146184343096498,2.4565444166992303,16.75603128165397,0.13808650192413677,0.03366936197737959,0.13805695972635834,13.805695972635835,0.9334554036458333,0.981640625,0.9935160319010417,6.781684191992099e-07,0.0,6.781684191992099e-07,2.0345053144410485e-06,0.0,0.0,0.0,0.0,0.0,2.0345053144410485e-06,0.0,0.0,0.026947150006890297,0.017309576272964478,0.053775638341903687,0.07538310438394547,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/artifacts/000007_lod-0035-0036.npz
EXT_D1,drunet,10.0,0.25,q001q999,8,lod-0037-0038,37,38,491188,81.43249807253454,-103.07341213956788,9.725739904491162,762.949230679056,39.08198844977437,1.3573113381265496,0.1613082242551189,1.3572122681324406,135.72122681324404,0.6862626937140158,0.7866560257986759,0.8477283646994633,6.781684191992099e-07,0.0,6.781684191992099e-07,2.0345053144410485e-06,0.0,0.0,0.0,0.0,0.0,2.0345053144410485e-06,0.0,0.0,0.06422257423400879,0.019265979528427124,0.05881258845329285,0.08114957809448242,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/artifacts/000008_lod-0037-0038.npz
EXT_D1,drunet,10.0,0.25,q001q999,9,lod-0039-0040,39,40,491520,64.79126765235004,-29.471433262535463,0.11135409199800383,3.7254016972330275,20.183711564938196,0.16928735462524763,0.04449550814387106,0.16887982131376106,16.887982131376106,0.8820149739583333,0.9710795084635416,0.989105224609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04459625110030174,0.020305097103118896,0.06088221073150635,0.08304285258054733,/home/caq/6666_raw/dav2_raw_0603/finetune_stf/analysis/lod_postram_external/0610_1132_lod_postram_ext_minimal/EXT_D1/artifacts/000009_lod-0039-0040.npz
