matrix_id,variant,checkpoint_label,checkpoint_run_id,checkpoint_path,eval_input_label,eval_dataset_family,eval_dataset_input_mode,samples,dataset_size,elapsed_sec,abs_rel,sq_rel,rmse,rmse_log,log10,silog,silog_x100,d1,d2,d3,edge_sobel_l1,edge_overlap_iou,post_ram_enabled,post_ram_scale,post_ram_mean_abs_xram,post_ram_mean_abs_delta,post_ram_delta_ratio,post_ram_xram_p1,post_ram_xram_p50,post_ram_xram_p99,post_ram_xclean_p1,post_ram_xclean_p50,post_ram_xclean_p99,checkpoint_epoch,checkpoint_best_metric,checkpoint_best_lod_d1
M_DD,strict,C_dark,0610_0119_B0_LORA_s01_lod_postram_cleanup_e10_seed123,/mnt/drive/3333_raw/0000_exp_ckpt/0610_0119_B0_LORA_s01_lod_postram_cleanup_e10_seed123/best_model.pth,I_dark,lod_true_raw_dark_rgb16,raw_rgb16_dark,112,112,4.36182975769043,3.8607339997111643,276.2353770372569,24.346629117776185,0.5694072726335813,0.08111853539561446,0.5652788139277571,56.52788139277571,0.8484701101087272,0.9284136190092028,0.9586262646059825,nan,nan,0.0,0.0,0.7945033482142857,0.0,0.0,-1.2456403459821428,-0.011696270533970423,2.674961635044643,-1.2456403459821428,-0.011696270533970423,2.674961635044643,9,lod_d1,0.8486499932175028
