sample_index,sample_name,experiment,checkpoint,abs_rel,rmse,silog,d1,d2,d3,align_scale,align_shift,valid_pixels,d1_pass_pixels
171,night-06181,0605_0730_rod_night_studentrgb_dav2s_backbone_ld09_decoder_e10,/mnt/drive/3333_raw/0000_exp_ckpt/0605_0730_rod_night_studentrgb_dav2s_backbone_ld09_decoder_e10/last_epoch_model.pth,0.694682726013915,11.254977946183992,0.20428404640600129,0.9024001849562616,0.9611521076520935,0.9848449104000151,44.44946853409914,5.751005699480147,423884,382513
